 101
 
 0. 		 -10.
 0.1 		 -9.715
 0.2 		 -9.44
 0.30000000000000004 		 -9.145
 0.4 		 -8.8
 0.5 		 -8.375
 0.6000000000000001 		 -7.84
 0.7000000000000001 		 -7.164999999999999
 0.8 		 -6.319999999999999
 0.9 		 -5.2749999999999995
 1. 		 -4.
 1.1 		 -2.4649999999999985
 1.2000000000000002 		 -0.6399999999999965
 1.3 		 1.505000000000001
 1.4000000000000001 		 4.0000000000000036
 1.5 		 6.875
 1.6 		 10.160000000000004
 1.7000000000000002 		 13.885000000000007
 1.8 		 18.080000000000002
 1.9000000000000001 		 22.775000000000006
 2. 		 28.
 2.1 		 33.785000000000004
 2.2 		 40.16000000000001
 2.3000000000000003 		 47.15500000000002
 2.4000000000000004 		 54.800000000000026
 2.5 		 63.125
 2.6 		 72.16000000000001
 2.7 		 81.93500000000002
 2.8000000000000003 		 92.48000000000003
 2.9000000000000004 		 103.82500000000005
 3. 		 116.
 3.1 		 129.03500000000003
 3.2 		 142.96000000000004
 3.3000000000000003 		 157.80500000000004
 3.4000000000000004 		 173.60000000000005
 3.5 		 190.375
 3.6 		 208.16000000000003
 3.7 		 226.98500000000004
 3.8000000000000003 		 246.88000000000005
 3.9000000000000004 		 267.87500000000006
 4. 		 290.
 4.1000000000000005 		 313.28500000000014
 4.2 		 337.76000000000005
 4.3 		 363.4549999999999
 4.4 		 390.4000000000001
 4.5 		 418.625
 4.6000000000000005 		 448.16000000000014
 4.7 		 479.0350000000001
 4.800000000000001 		 511.28000000000026
 4.9 		 544.9250000000001
 5. 		 580.
 5.1000000000000005 		 616.5350000000002
 5.2 		 654.5600000000001
 5.300000000000001 		 694.1050000000002
 5.4 		 735.2000000000002
 5.5 		 777.875
 5.6000000000000005 		 822.1600000000002
 5.7 		 868.085
 5.800000000000001 		 915.6800000000003
 5.9 		 964.9750000000001
 6. 		 1016.
 6.1000000000000005 		 1068.7850000000003
 6.2 		 1123.3600000000001
 6.300000000000001 		 1179.7550000000003
 6.4 		 1238.0000000000002
 6.5 		 1298.125
 6.6000000000000005 		 1360.1600000000003
 6.7 		 1424.1350000000002
 6.800000000000001 		 1490.0800000000004
 6.9 		 1558.0250000000003
 7. 		 1628.
 7.1000000000000005 		 1700.0350000000003
 7.2 		 1774.16
 7.300000000000001 		 1850.4050000000007
 7.4 		 1928.8000000000002
 7.5 		 2009.375
 7.6000000000000005 		 2092.1600000000003
 7.7 		 2177.185
 7.800000000000001 		 2264.4800000000005
 7.9 		 2354.0750000000003
 8. 		 2446.
 8.1 		 2540.285
 8.200000000000001 		 2636.960000000001
 8.3 		 2736.0550000000007
 8.4 		 2837.6000000000004
 8.5 		 2941.625
 8.6 		 3048.1599999999994
 8.700000000000001 		 3157.235000000001
 8.8 		 3268.880000000001
 8.9 		 3383.1250000000005
 9. 		 3500.
 9.1 		 3619.5349999999994
 9.200000000000001 		 3741.760000000001
 9.3 		 3866.705000000001
 9.4 		 3994.4000000000005
 9.5 		 4124.875
 9.600000000000001 		 4258.160000000002
 9.700000000000001 		 4394.285000000002
 9.8 		 4533.280000000001
 9.9 		 4675.175
 10. 		 4820.
